,Unnamed: 0,MAF_NAME,BLKID,FULLNAME,TLIDs
10870,10870,Ute Hwy,080130136011045,Ute Hwy,"[634234477, 220757723]"
10871,10871,Rabbit Mountain Rd,080130136011021,Rabbit Mountain Rd,"[188187769, 188226469]"
10872,10872,Rabbit Mountain Rd,080130136011015,Rabbit Mountain Rd,"[188226469, 188226470, 188187769, 188201371]"
10873,10873,Rabbit Mountain Rd,080130136011018,Rabbit Mountain Rd,"[220754221, 188226470]"
10874,10874,Hillcrest Dr,080130132011102,Hillcrest Dr,"[220760243, 188225863, 220760238]"
10875,10875,Hillcrest Dr,080130132011108,Hillcrest Dr,"[220760243, 188155617]"
10876,10876,N Saint Vrain Dr,080130136012022,N Saint Vrain Dr,"[220760384, 188226618, 220760951, 188197761, 188226617, 220754266, 188243551, 188188706]"
10877,10877,N Saint Vrain Dr,080130136012019,N Saint Vrain Dr,"[220760384, 639034638, 188226618, 220760951, 188197761, 188226617, 220754266, 188243551, 188188706]"
10878,10878,Falcon Ln,080130136012041,Falcon Ln,"[627214745, 627214745]"
10879,10879,N 55th St,080130136011016,N 55th St,"[642890710, 220760956, 220760407]"
10880,10880,Crystal Ln,080130132011029,Crystal Ln,"[188244384, 188243719, 188243718, 188244384]"
10881,10881,N 49th St,080130132021044,N 49th St,"[642890379, 220753436, 188223435]"
10882,10882,N 49th St,080130132021043,N 49th St,"[642890379, 220753436, 188223435]"
10883,10883,N 115th St,080130132112115,N 115th St,"[188237201, 188221403]"
10884,10884,N 115th St,080130132112107,N 115th St,"[188237201, 188221403, 220759478, 188165458, 220752254]"
10885,10885,NE County Line Rd,080130132112107,,[]
10886,10886,Tulip St,080130133052003,Tulip St,[220754016]
10887,10887,Tulip St,080130133052004,Tulip St,[220754016]
10888,10888,21st Ave,080130133052003,21st Ave,"[188242689, 188154513]"
10889,10889,Ute Hwy,080130136013031,Ute Hwy,"[648392351, 648392352]"
10890,10890,Colard Ln,080130136012020,Colard Ln,[220761683]
10891,10891,Murray St,080130132051004,Murray St,"[188237884, 639816756, 188161265, 188237884, 639816756, 642890566, 623878558]"
10892,10892,Murray St,080130132051023,Murray St,[188161265]
10893,10893,Pebble Ct,080130132051004,Pebble Ct,[188161298]
10894,10894,Pebble Ct,080130132051001,Pebble Ct,[188161298]
10895,10895,N 83rd St,080130132051024,N 83rd St,"[220752601, 188221893, 188205564, 188221894, 220752609]"
10896,10896,N 83rd St,080130132052063,N 83rd St,"[188221893, 188221894, 629302201]"
10897,10897,Timothy Pl,080130132051024,Timothy Pl,"[188221872, 188165039, 188165037, 188221871, 188221872, 188165039, 188165037, 188221871]"
10898,10898,Spring Creek Cir,080130132052015,Spring Creek Cir,"[220752648, 220752648, 639816201]"
10899,10899,Spring Creek Trl,080130132052015,Spring Creek Trl,"[188182917, 188191007, 188182916, 188182787, 220752649, 188182917, 188165055, 188182916, 220752650]"
10900,10900,Spring Creek Trl,080130132052020,Spring Creek Trl,[188182787]
10901,10901,Parrish Rd,080130136011011,Parrish Rd,"[188226989, 636169818, 188198099]"
10902,10902,Parrish Rd,080130136011005,Parrish Rd,"[188226989, 636169816, 636169818, 188227005]"
10903,10903,S Co Rd 21,080130132011019,S Co Rd 21,[220761754]
10904,10904,Steeplechase Dr,080130132022040,Steeplechase Dr,"[188222369, 188222370, 188222369, 188222370, 642890394, 188238417]"
10905,10905,Connecting Rd,080130132022016,Connecting Rd,[188244104]
10906,10906,Connecting Rd,080130132022017,Connecting Rd,[188244104]
10907,10907,N Foothills Hwy,080130136011141,N Foothills Hwy,[188158413]
10908,10908,Signature Ct,080130135082024,Signature Ct,"[188241411, 188242753]"
10909,10909,Signature Ct,080130135082029,Signature Ct,"[188242753, 188241411]"
10910,10910,Galapagos Pl,080130135082010,Galapagos Pl,[188245266]
10911,10911,Galapagos Pl,080130135082021,Galapagos Pl,"[188245266, 188245642]"
10912,10912,Aral Dr,080130135082020,Aral Dr,[188245645]
10913,10913,Aral Dr,080130135082013,Aral Dr,[188245645]
10914,10914,Sundance Dr,080130135082021,Sundance Dr,[188245263]
10915,10915,Panama Reservoir,080130132112083,Panama Reservoir,"[188237191, 220759474]"
10916,10916,Prospect Rd,080130132022009,Prospect Rd,"[188238755, 188240147]"
10917,10917,Prospect Rd,080130132022056,Prospect Rd,"[188238755, 188240147]"
10918,10918,Not Public Rd,080130132022003,Not Public Rd,"[188240244, 188240244]"
10919,10919,Turin Dr,080130132133036,Turin Dr,"[188203012, 188203013, 188203012]"
10920,10920,Stones Peak Dr,080130132133042,Stones Peak Dr,[647467043]
10921,10921,Stones Peak Dr,080130132133040,Stones Peak Dr,"[647467043, 188202980]"
10922,10922,Portico Pl,080130132131038,Portico Pl,[188242354]
10923,10923,Portico Pl,080130132131037,Portico Pl,[188242354]
10924,10924,Poppyfield Ct,080130132131009,Poppyfield Ct,"[641293174, 641293174]"
10925,10925,Buckham Way,080130132131026,Buckham Way,"[648167267, 648167267]"
10926,10926,S Hover Rd,080130132052003,S Hover Rd,"[220760746, 220759707]"
10927,10927,Clover Creek Dr,080130132122014,Clover Creek Dr,"[188193406, 188193404, 220752911, 188193406, 188193403]"
10928,10928,Clover Creek Dr,080130132122028,Clover Creek Dr,[220752911]
10929,10929,Larkspur Dr,080130132122014,Larkspur Dr,"[188240390, 220760754]"
10930,10930,Pratt Way,080130132103014,Pratt Way,[220753016]
10931,10931,Pratt Way,080130132103015,Pratt Way,[220753016]
10932,10932,S Pratt Pkwy,080130132103014,S Pratt Pkwy,"[188156619, 188240444]"
10933,10933,S Pratt Pkwy,080130132103007,S Pratt Pkwy,"[188240444, 188240441]"
10934,10934,Ashcroft Dr,080130132103019,Ashcroft Dr,[188223063]
10935,10935,Diagonal Hwy,080130132122018,Diagonal Hwy,"[647470880, 188193873]"
10936,10936,Diagonal Hwy,080130132052003,Diagonal Hwy,"[188193873, 220759693]"
10937,10937,Missouri Ave,080130132101051,Missouri Ave,"[188240469, 188223179, 188223180, 188156571, 188156567]"
10938,10938,S Coffman St,080130132111049,S Coffman St,[188240476]
10939,10939,S Coffman St,080130132111048,S Coffman St,[188240476]
10940,10940,Nelson Rd,080130132022001,Nelson Rd,[220759804]
10941,10941,N 75th St,080130132133015,N 75th St,"[646825949, 646825948]"
10942,10942,Rogers Rd,080130132133012,Rogers Rd,[646713718]
10943,10943,Sunset St,080130133025028,Sunset St,"[220760795, 636168218]"
10944,10944,Boston Ave,080130132102007,Boston Ave,"[646255564, 646255565]"
10945,10945,Boston Ave,080130132102004,Boston Ave,"[646255564, 646255565, 637531017]"
10946,10946,Korte Pkwy,080130132102032,Korte Pkwy,"[647477706, 647459648, 220759868]"
10947,10947,S Coffman St,080130132101020,S Coffman St,"[642411554, 188200740]"
10948,10948,Terry St,080130133023002,Terry St,"[188223838, 188223837]"
10949,10949,Terry St,080130133023001,Terry St,"[188223838, 188223837]"
10950,10950,Marshall Pl,080130134011005,Marshall Pl,"[188223929, 188223930]"
10951,10951,Marshall Pl,080130134011008,Marshall Pl,"[188223929, 188223930]"
10952,10952,Parklane Ave,080130132101009,Parklane Ave,"[188223953, 188240798]"
10953,10953,Parklane Ave,080130132101011,Parklane Ave,[188240798]
10954,10954,S Pratt Pkwy,080130132101004,S Pratt Pkwy,[188223950]
10955,10955,S Pratt Pkwy,080130132101003,S Pratt Pkwy,"[188223950, 188191840]"
10956,10956,E 3rd Ave,080130134021018,E 3rd Ave,[612836562]
10957,10957,Orion Ct,080130134023054,Orion Ct,[220747646]
10958,10958,Orion Ct,080130134023009,Orion Ct,[220747646]
10959,10959,N Foothills Hwy,080130136011073,N Foothills Hwy,"[188224340, 188224339]"
10960,10960,N Foothills Hwy,080130132021049,N Foothills Hwy,"[220760827, 188224340, 188224339, 220753419]"
10961,10961,15th Ave,080130133071026,15th Ave,[220760004]
10962,10962,15th Ave,080130133071022,15th Ave,"[220760004, 188224676, 188224569, 188224675]"
10963,10963,15th Ave,080130133082007,15th Ave,[188225062]
10964,10964,Willodene Dr,080130135032016,Willodene Dr,[220747418]
10965,10965,Willodene Dr,080130135032021,Willodene Dr,[220747418]
10966,10966,Baker St,080130135033006,Baker St,"[220747525, 220753686]"
10967,10967,Baker St,080130135033005,Baker St,[220747525]
10968,10968,Mountain View Ave,080130135034006,Mountain View Ave,[220753680]
10969,10969,15th Ave,080130135033006,15th Ave,"[188224949, 188205153, 188156151, 220754417, 188227285]"
10970,10970,Meadow St,080130135051003,Meadow St,[188241404]
10971,10971,E 16th Ave,080130135072009,E 16th Ave,"[220753778, 188183105]"
10972,10972,E 16th Ave,080130135072010,E 16th Ave,[220753778]
10973,10973,N 87th St,080130132011065,N 87th St,"[642890171, 188241738]"
10974,10974,Sand Dollar Dr,080130132071006,Sand Dollar Dr,"[220760218, 188191792]"
10975,10975,Sand Dollar Dr,080130132071012,Sand Dollar Dr,"[220760218, 188191792, 188191791]"
10976,10976,Sand Dollar Cir,080130132071006,Sand Dollar Cir,[220760222]
10977,10977,Pike Rd,080130132022005,Pike Rd,"[188240243, 220760735]"
10978,10978,Pike Rd,080130132022003,Pike Rd,"[188240243, 188222735, 220760735]"
10979,10979,S Bowen St,080130132103030,S Bowen St,[220760757]
10980,10980,S Bowen St,080130132101044,S Bowen St,"[188156541, 220752961, 220752960]"
10981,10981,S Bowen St,080130132102043,S Bowen St,"[188156541, 188156539]"
10982,10982,S Pratt Pkwy,080130132101047,S Pratt Pkwy,"[188171091, 188240473]"
10983,10983,N 65th St,080130132021035,N 65th St,"[220753125, 188223497, 220759802]"
10984,10984,Nelson Rd,080130132133023,Nelson Rd,"[220753153, 639816017, 646713700, 646713701]"
10985,10985,Nelson Rd,080130132133034,Nelson Rd,[639816017]
10986,10986,S Pratt Pkwy,080130132101006,S Pratt Pkwy,"[188240821, 188240815]"
10987,10987,Ken Pratt Blvd,080130134023052,Ken Pratt Blvd,"[639812111, 639812111]"
10988,10988,Hygiene Rd,080130136011074,Hygiene Rd,"[642890376, 642890866, 220753424, 220753438]"
10989,10989,Mariner Ln,080130132071016,Mariner Ln,"[220757474, 188242616]"
10990,10990,Spinnaker Dr,080130132072004,Spinnaker Dr,"[188242597, 188242597]"
10991,10991,Rockspray Ct,080130132073012,Rockspray Ct,"[188177159, 188177159]"
10992,10992,Lake Park Way,080130132073016,Lake Park Way,"[188242667, 220760898, 188154360]"
10993,10993,Lake Park Way,080130132073005,Lake Park Way,"[188242667, 220760898]"
10994,10994,Lake Park Dr,080130132073016,Lake Park Dr,[188154406]
10995,10995,22nd Dr,080130132073003,22nd Dr,[220753927]
10996,10996,Francis St,080130133052000,Francis St,"[220754000, 188225825]"
10997,10997,Sunset Dr,080130133051003,Sunset Dr,[188154486]
10998,10998,Francis St,080130133062023,Francis St,"[220754046, 188189578]"
10999,10999,Francis St,080130133052025,Francis St,"[220754046, 188189578]"
11000,11000,Parker Dr,080130133061001,Parker Dr,"[188186743, 188186743]"
11001,11001,21st Ave,080130133062000,21st Ave,"[188225965, 188242749, 220761057]"
11002,11002,E 5th Ave,080130134025011,E 5th Ave,"[188156910, 188156905, 188168941, 188156890]"
11003,11003,Mount Evans St,080130134025011,Mount Evans St,[188156909]
11004,11004,Mount Evans St,080130134025012,Mount Evans St,[188156909]
11005,11005,E Rogers Rd,080130134021018,E Rogers Rd,[188190074]
11006,11006,E Rogers Rd,080130134012005,E Rogers Rd,"[220753330, 188190074, 637491467, 637491468]"
11007,11007,Kristy Ct,080130132111000,Kristy Ct,[188189637]
11008,11008,Kristy Ct,080130132111001,Kristy Ct,[188189637]
11009,11009,N 107th St,080130132111000,N 107th St,[612836600]
11010,11010,N 107th St,080130132112043,N 107th St,"[612836600, 612836599]"
11011,11011,Cresthill Dr,080130132112064,Cresthill Dr,"[188181208, 188222011, 188181208, 188222011]"
11012,11012,Quartz Way,080130136011066,Quartz Way,"[188153722, 220753868, 188153722, 220753868]"
11013,11013,N 107th St,080130132011085,N 107th St,[188244679]
11014,11014,N 87th St,080130132131047,N 87th St,[188165011]
11015,11015,N 87th St,080130132122036,N 87th St,[188165011]
11016,11016,Manila Pl,080130132051010,Manila Pl,"[188161317, 188161317]"
11017,11017,Niwot Rd,080130132051003,Niwot Rd,"[220752583, 188182911]"
11018,11018,Niwot Rd,080130132051009,Niwot Rd,[220752583]
11019,11019,Longview Dr,080130132052027,Longview Dr,"[188221960, 627163678, 188182800, 188168972, 627163679, 188221959, 220752603]"
11020,11020,Walker Ct,080130132052027,Walker Ct,"[188165085, 188165085, 188165083]"
11021,11021,Apache Ct,080130132052027,Apache Ct,"[188165091, 188165091]"
11022,11022,Somerset Dr,080130132052059,Somerset Dr,"[188182631, 188182628]"
11023,11023,Blue Spruce Ln,080130132052027,Blue Spruce Ln,"[641293005, 641293005]"
11024,11024,Skyland Dr,080130132052027,Skyland Dr,"[220752636, 220752629, 220752636, 220752629]"
11025,11025,Durian Ct,080130132083003,Durian Ct,[188154958]
11026,11026,Durian Ct,080130132083022,Durian Ct,[188154958]
11027,11027,Vasquez Ct,080130136012039,Vasquez Ct,[220754290]
11028,11028,Vasquez Ct,080130136012037,Vasquez Ct,"[220754290, 188197818]"
11029,11029,Hover St,080130133072014,Hover St,"[188154985, 188224582, 220760008]"
11030,11030,Lanyon Dr,080130132083028,Lanyon Dr,[188154978]
11031,11031,Lanyon Dr,080130132083024,Lanyon Dr,"[188154978, 188154976]"
11032,11032,Lake Park Way,080130132072000,Lake Park Way,"[188225661, 188225662]"
11033,11033,Granada Ct,080130135031006,Granada Ct,"[188156338, 188156338]"
11034,11034,Martin Rd,080130135031006,Martin Rd,"[188156330, 188156336, 188156332, 188156339]"
11035,11035,Lashley St,080130135031006,Lashley St,"[220753743, 188156837]"
11036,11036,Yellowstone Rd,080130132011024,Yellowstone Rd,"[647470780, 637932707]"
11037,11037,Ute Hwy,080130135061002,Ute Hwy,"[640373103, 640373105, 612836633, 640373106]"
11038,11038,Ute Hwy,080130135061000,Ute Hwy,[612836634]
11039,11039,10th Ave,080130135034000,10th Ave,[188156274]
11040,11040,10th Ave,080130135034001,10th Ave,[188156274]
11041,11041,Atwood Ct,080130135034005,Atwood Ct,"[188191832, 188191832]"
11042,11042,Crimson Clover Ln,080130132131037,Crimson Clover Ln,"[220752853, 220752853]"
11043,11043,Mountain View Ave,080130132082011,Mountain View Ave,"[188154682, 188154684, 648151338]"
11044,11044,NE County Line Rd,080130132112021,NE County Line Rd,"[635002940, 642889896]"
11045,11045,NE County Line Rd,080130132082011,,[]
11046,11046,Watersong Cir,080130132111010,Watersong Cir,[624307585]
11047,11047,Homestead Pkwy,080130135061055,Homestead Pkwy,[627161078]
11048,11048,Winding Dr,080130135061015,Winding Dr,"[627161068, 624734438]"
11049,11049,Winding Dr,080130135061055,Winding Dr,"[627161068, 624734438]"
11050,11050,Whistler Dr,080130135061014,Whistler Dr,[647478366]
11051,11051,Peppler Dr,080130135061055,Peppler Dr,[627162175]
11052,11052,Falcon Ln,080130136012055,Falcon Ln,"[627214746, 627214746]"
11053,11053,McConnel Dr,080130136011056,McConnel Dr,[627308728]
11054,11054,Ken Pratt Blvd,080130132112010,Ken Pratt Blvd,"[630109258, 636836075, 639447122, 636836075, 639447123]"
11055,11055,Flicker Ave,080130132112036,Flicker Ave,[220747606]
11056,11056,Flicker Ave,080130132112033,Flicker Ave,"[636022883, 636022882, 188191892]"
11057,11057,Arezzo Dr,080130132131020,Arezzo Dr,"[633729729, 627445216]"
11058,11058,Galatia Ct,080130132021035,Galatia Ct,"[188193285, 188240639, 188193285, 188240639]"
11059,11059,2nd Ave,080130136011057,2nd Ave,"[188197754, 188197847, 188197757]"
11060,11060,Kylie Dr,080130134022016,Kylie Dr,[639810808]
11061,11061,Harvest St,080130134022001,Harvest St,[220759939]
11062,11062,Ken Pratt Blvd,080130134022006,Ken Pratt Blvd,[639810924]
11063,11063,Schlagel St,080130132123018,Schlagel St,"[632010018, 220752898]"
11064,11064,N 107th St,080130132112072,N 107th St,[220753020]
11065,11065,N 107th St,080130132112051,N 107th St,"[220753020, 188165261]"
11066,11066,4th Ave,080130132051006,4th Ave,[188161293]
11067,11067,4th Ave,080130132051017,4th Ave,[188161293]
11068,11068,Twilight Rd,080130136011072,Twilight Rd,"[220753874, 635877181, 220753874]"
11069,11069,Signature Cir,080130135082008,Signature Cir,"[646825584, 188242756, 646825583]"
11070,11070,Signature Cir,080130135082014,Signature Cir,"[646825584, 646825583]"
11071,11071,Saint Andrews Dr,080130135061050,Saint Andrews Dr,"[220754093, 188183086]"
11072,11072,Nadine Ln,080130135083001,Nadine Ln,"[648168450, 648168450]"
11073,11073,Trevor Cir,080130133052026,Trevor Cir,"[636168250, 636168247, 636168250, 636168247]"
11074,11074,State Hwy 119,080130132112022,State Hwy 119,"[636835982, 636835982]"
11075,11075,1st Ave,080130136012052,1st Ave,"[627366256, 627214723, 627366256, 627214723]"
11076,11076,McCall Aly,080130136012052,McCall Aly,"[627366164, 627214753, 627366164]"
11077,11077,NE County Line Rd,080130132123003,,[]
11078,11078,Ken Pratt Blvd,080130132112006,Ken Pratt Blvd,"[639447137, 639447138, 639447137, 627366134, 639447138, 647471283, 639447141]"
11079,11079,Francis St,080130133023012,Francis St,[188155399]
11080,11080,Francis St,080130133023011,Francis St,[188155399]
11081,11081,9th Ave,080130132121009,9th Ave,[220760021]
11082,11082,9th Ave,080130132083011,9th Ave,"[188182782, 188174958, 220760021, 640374903, 220760029, 220753520, 640374904]"
11083,11083,9th Ave,080130132121011,9th Ave,"[640374903, 640374904]"
11084,11084,9th Ave,080130132121006,9th Ave,"[220760029, 188174958]"
11085,11085,9th Ave,080130132121005,9th Ave,"[610953505, 220753535, 610953504, 188182782]"
11086,11086,Stardance Cir,080130134023015,Stardance Cir,[220747647]
11087,11087,Hover St,080130133025019,Hover St,[616950971]
11088,11088,3rd Ave,080130133025014,3rd Ave,"[640376104, 640376105, 616950975]"
11089,11089,Spruce Ave,080130133023016,Spruce Ave,"[188155367, 188155381]"
11090,11090,Fox Hill Dr,080130134023029,Fox Hill Dr,"[220753766, 188175399]"
11091,11091,E 4th Ave,080130134023036,E 4th Ave,"[188157078, 188157077]"
11092,11092,Airport Rd,080130132121021,Airport Rd,"[640380538, 640380539, 220753140, 188179752]"
11093,11093,Great Western Dr,080130134022012,Great Western Dr,[647469851]
11094,11094,Alaska Ave,080130133023035,Alaska Ave,"[640382714, 640382711, 640382715]"
11095,11095,Alaska Ave,080130133023020,Alaska Ave,"[640382714, 647471478, 640382711, 188201404, 640382715]"
11096,11096,Quail Rd,080130132122003,Quail Rd,"[188240373, 188240373]"
11097,11097,Fairground,080130132102037,Fairground,"[220762121, 220762121]"
11098,11098,Portico Ln,080130132131042,Portico Ln,[627444139]
11099,11099,Portico Ln,080130132131041,Portico Ln,[627444139]
11100,11100,Plateau Rd,080130132131043,Plateau Rd,"[640617222, 642033438, 188177104, 642033440, 642033441]"
11101,11101,Glenneyre Dr,080130132131032,Glenneyre Dr,"[188203481, 188203045]"
11102,11102,Glenneyre Dr,080130132131026,Glenneyre Dr,"[188203481, 188203045, 188203056]"
11103,11103,Bluestem Ave,080130132122026,Bluestem Ave,[188189694]
11104,11104,Ruby Way,080130132111020,Ruby Way,[188183335]
11105,11105,Ruby Way,080130132111022,Ruby Way,[188183335]
11106,11106,Kylie Dr,080130134022010,Kylie Dr,[627445757]
11107,11107,Kylie Dr,080130134022009,Kylie Dr,[627445757]
11108,11108,Sugar Mill Rd,080130134021030,Sugar Mill Rd,"[640386122, 640386121, 640386111]"
11109,11109,Sugar Mill Rd,080130134012001,Sugar Mill Rd,"[640386122, 640386121, 640386111]"
11110,11110,Henry Ct,080130133081003,Henry Ct,"[636025029, 636025027, 636025029, 636025027]"
11111,11111,17th Ave,080130135083001,17th Ave,"[641010195, 641010195]"
11112,11112,Airport Rd,080130132133013,Airport Rd,[220759810]
11113,11113,Clover Basin Dr,080130132131004,Clover Basin Dr,"[188203306, 642890102]"
11114,11114,Eagan Way,080130132131009,Eagan Way,"[641293241, 641293241]"
11115,11115,Linda Pl,080130132131009,Linda Pl,"[641293276, 641293277, 641293276, 641293277]"
11116,11116,Avocet Ct,080130132112025,Avocet Ct,"[627366444, 627366444]"
11117,11117,Bountiful Dr,080130132112015,Bountiful Dr,"[641301174, 641301178, 641301164, 641301173, 641301179, 641301174, 641301178, 641301164, 641301173, 641301179]"
11118,11118,Haystack St,080130132112015,Haystack St,"[641301168, 641301158, 641301159, 641301131, 641301167, 641301168, 641301158, 641301159, 641301131, 641301167]"
11119,11119,Weather Vane Ln,080130132112015,Weather Vane Ln,"[641301169, 641301172, 641301169, 641301172]"
11120,11120,Cedarwood Dr,080130135083001,Cedarwood Dr,"[188192015, 188192014, 642890445, 188192015]"
11121,11121,Cedarwood Dr,080130135083007,Cedarwood Dr,"[188192014, 642890445]"
11122,11122,Armstrong Dr,080130135083001,Armstrong Dr,"[641301264, 636022489, 646880108, 646877302, 636022486, 641301264, 636022489, 646880108, 646877302, 636022486]"
11123,11123,Montgomery Cir,080130135082004,Montgomery Cir,[188202932]
11124,11124,Ken Pratt Blvd,080130132102009,Ken Pratt Blvd,[188201970]
11125,11125,S Terry St,080130132101022,S Terry St,"[188200732, 188200731]"
11126,11126,Sunset St,080130133023022,Sunset St,"[644248447, 616928100]"
11127,11127,Dry Creek Pkwy,080130132051029,Dry Creek Pkwy,"[636168685, 188199908, 188221301, 636169318]"
11128,11128,Dry Creek Pkwy,080130132051032,Dry Creek Pkwy,[188199908]
11129,11129,Glenarbor Cir,080130135061026,Glenarbor Cir,"[220754102, 188200808, 188200816, 188200817]"
11130,11130,Glenarbor Cir,080130135061027,Glenarbor Cir,"[220754102, 188200808, 188200823, 188200811]"
11131,11131,Sandpoint Dr,080130135061006,Sandpoint Dr,[188201224]
11132,11132,Sandpoint Dr,080130135061011,Sandpoint Dr,[188201224]
11133,11133,Gooseberry Dr,080130132132001,Gooseberry Dr,[188192317]
11134,11134,Gooseberry Dr,080130132132000,Gooseberry Dr,[188192317]
11135,11135,Bittersweet Ln,080130132132002,Bittersweet Ln,"[220760743, 188240287]"
11136,11136,S Peck Dr,080130132132004,S Peck Dr,"[188205627, 188205627]"
11137,11137,Honeysuckle Way,080130132132004,Honeysuckle Way,"[220757680, 188240279, 220757680, 188240279]"
11138,11138,Periwinkle Ln,080130132132004,Periwinkle Ln,"[220757679, 220757679]"
11139,11139,Airport Rd,080130132133010,Airport Rd,"[188181862, 220753143]"
11140,11140,S Hover Rd,080130132102001,S Hover Rd,[188197600]
11141,11141,Wellshire Ct,080130132051018,Wellshire Ct,"[188191019, 188191019]"
11142,11142,Niwot Rd,080130132051017,Niwot Rd,"[188161336, 632632022]"
11143,11143,Mineral Rd,080130132052059,Mineral Rd,"[647481445, 220752442]"
11144,11144,Mt Audobon Dr,080130132131009,Mt Audobon Dr,"[646822067, 646822067]"
11145,11145,Bross St,080130133081012,Bross St,"[646824966, 646824966]"
11146,11146,Ute Creek Dr,080130135082022,Ute Creek Dr,"[188225293, 188241474]"
11147,11147,Tyrrhenian Dr,080130135082020,Tyrrhenian Dr,[188245644]
11148,11148,Bent Way,080130132102032,Bent Way,[646826627]
11149,11149,Anhawa Ave,080130132011075,Anhawa Ave,[220753921]
11150,11150,Spencer St,080130133051005,Spencer St,[188170563]
11151,11151,Spencer St,080130133053004,Spencer St,"[188170563, 188154484, 188154473]"
11152,11152,Columbia Dr,080130132083011,Columbia Dr,"[220760847, 188224513]"
11153,11153,Columbia Dr,080130132083017,Columbia Dr,"[220760847, 188224513]"
11154,11154,NE County Line Rd,080130135072011,,[]
11155,11155,Sunrise Dr,080130136011066,Sunrise Dr,"[188225452, 188225452]"
11156,11156,W County Line Rd,080130136012044,,[]
11157,11157,NE County Line Rd,080130136012044,,[]
11158,11158,W County Line Rd,080130132011021,W County Line Rd,"[635596190, 188625753]"
11159,11159,Switzerland Trl,080130137014100,Switzerland Trl,"[188200428, 220751892, 220761351, 640617235, 188200428]"
11160,11160,Peak To Peak Hwy,080130137014121,Peak To Peak Hwy,"[637925251, 637925404, 642890475]"
11161,11161,Shelf Rd,080130137014074,Shelf Rd,"[641312430, 641312428, 641312417, 641312429, 641312418, 641312430]"
11162,11162,Shelf Rd,080130137014119,Shelf Rd,"[641312428, 641312419, 641312417, 641312429, 641312418, 641312419]"
11163,11163,Co Hwy 103,080130137014061,Co Hwy 103,[220752477]
11164,11164,Co Hwy 103,080130137014062,Co Hwy 103,[220752477]
11165,11165,Pine Cone Dr,080130137014002,Pine Cone Dr,[188177982]
11166,11166,Eldorado Ave,080130137027041,Eldorado Ave,[188157232]
11167,11167,Peak To Peak Hwy,080130137014081,Peak To Peak Hwy,"[188157335, 647461424, 637926261]"
11168,11168,Stagecoach Rd,080130137014107,Stagecoach Rd,"[188198645, 188198646, 188198645, 188198646]"
11169,11169,Lefthand Canyon Dr,080130136011139,Lefthand Canyon Dr,"[220759495, 188158383, 220759604, 188168961, 220752504]"
11170,11170,Coal Creek Canyon Dr,080130137024012,Coal Creek Canyon Dr,[188175655]
11171,11171,Coal Creek Canyon Dr,080130137024011,Coal Creek Canyon Dr,"[188175655, 188160469, 188177548, 188160497, 188177551]"
11172,11172,Caribou Rd,080130137026007,Caribou Rd,[188157537]
11173,11173,E 5th St,080130137026028,E 5th St,"[220748122, 188157639, 188157637]"
11174,11174,E 5th St,080130137026027,E 5th St,[220748122]
11175,11175,Stinky Gulch Rd,080130137026019,Stinky Gulch Rd,[634582647]
11176,11176,Stinky Gulch Rd,080130137026018,Stinky Gulch Rd,[634582647]
11177,11177,W 4th St,080130137026037,W 4th St,[188207353]
11178,11178,Boulder Canyon Dr,080130137026048,Boulder Canyon Dr,"[188157625, 188157627]"
11179,11179,Boulder Canyon Dr,080130137026047,Boulder Canyon Dr,"[188157625, 188157627]"
11180,11180,Snyder St,080130137026047,Snyder St,"[188157628, 188157631]"
11181,11181,Snyder St,080130137026046,Snyder St,"[188157628, 188157631]"
11182,11182,East St,080130137026050,East St,"[188157646, 188157644]"
11183,11183,E 2nd St,080130137026050,E 2nd St,"[188227940, 188157642, 188157634]"
11184,11184,E 2nd St,080130137026046,E 2nd St,"[188157642, 188157634, 188227940]"
11185,11185,S Tilden St,080130137025006,S Tilden St,"[188157685, 188157677]"
11186,11186,Peak To Peak Hwy,080130137025005,Peak To Peak Hwy,[188157678]
11187,11187,S Tilden St,080130137025005,S Tilden St,[188157677]
11188,11188,S Hendricks St,080130137025016,S Hendricks St,[188157671]
11189,11189,Alpine Dr,080130137025002,Alpine Dr,"[188157802, 188157804, 188157800, 220748121]"
11190,11190,Alpine Dr,080130137025027,Alpine Dr,"[188157804, 188157763]"
11191,11191,Alpine Dr,080130137025032,Alpine Dr,"[188157800, 188157796]"
11192,11192,Coal Creek Canyon Dr,080130137023035,Coal Creek Canyon Dr,"[188227544, 638050095]"
11193,11193,Wildwood Dr,080130137025027,Wildwood Dr,[188177489]
11194,11194,Pine St,080130137014101,Pine St,"[188188447, 188157991, 647461447, 639811279, 188188447, 188157991]"
11195,11195,Main St,080130137014106,Main St,[642890035]
11196,11196,Main St,080130137014105,Main St,"[642890035, 188235284]"
11197,11197,Gold Run St,080130137014114,Gold Run St,[188158007]
11198,11198,Gold Run St,080130137014103,Gold Run St,[188158007]
11199,11199,Fred,080130137021001,Fred,"[646834659, 627561849, 627561847, 646834659, 627561849, 627561847]"
11200,11200,Parker Gulch Rd,080130137021001,Parker Gulch Rd,"[646834766, 646834766]"
11201,11201,Fred St,080130137021001,Fred St,"[627560889, 635877178, 627560889, 635877178]"
11202,11202,Conifer Dr,080130137022025,Conifer Dr,"[188180807, 188158122]"
11203,11203,Conifer Dr,080130137022027,Conifer Dr,"[188198610, 188158066, 188198611]"
